Merchant Id,Transaction Type,Merchant Order Id,Merchant Reference Id,PhonePe Reference Id,PhonePe Transaction Reference Id,PhonePe Attempt Reference Id,Transaction UTR,Total Transaction Amount,Transaction Date,Transaction Status,UPI Amount,Wallet Amount,Credit card Amount,Debit card Amount,External Wallet Amount,EGV Amount,Store Id,Terminal Id,Store Name,Terminal Name,Error Code,Detailed Error Code,Error Description,Error Source,Error Stage
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769602497452,ORDER_1769602497452,OMO2601281744591876458068W,OMO2601281744591876458068W,ORDER_1769602497452,073583215396,300.0,2026-01-28 17:47:14,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769602494197,ORDER_1769602494197,OMO2601281744560562323479W,OMO2601281744560562323479W,ORDER_1769602494197,567638356931,300.0,2026-01-28 17:46:54,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769602519923,ORDER_1769602519923,OMO2601281745217271956394W,OMO2601281745217271956394W,ORDER_1769602519923,535034995055,300.0,2026-01-28 17:45:47,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769602461906,ORDER_1769602461906,OMO2601281744236834796519W,OMO2601281744236834796519W,ORDER_1769602461906,800150678243,300.0,2026-01-28 17:44:51,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769601813355,ORDER_1769601813355,OMO2601281733352212323251W,OMO2601281733352212323251W,ORDER_1769601813355,,300.0,2026-01-28 17:33:52,ERRORED,,,,,,,,,,,TXN_NOT_COMPLETED,TXN_AUTO_FAILED,Payment couldn't be completed due to issues related to customer or their bank.,CUSTOMER,PRE_AUTHENTICATION
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769601532042,ORDER_1769601532042,OMO2601281728526496458931W,OMO2601281728526496458931W,ORDER_1769601532042,,300.0,2026-01-28 17:29:40,ERRORED,,,,,,,,,,,TXN_NOT_COMPLETED,TXN_AUTO_FAILED,Payment couldn't be completed due to issues related to customer or their bank.,CUSTOMER,PRE_AUTHENTICATION
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769600085732,ORDER_1769600085732,OMO2601281704475053534581W,OMO2601281704475053534581W,ORDER_1769600085732,503978037578,300.0,2026-01-28 17:05:10,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769598456073,ORDER_1769598456073,OMO2601281637382482323442W,OMO2601281637382482323442W,ORDER_1769598456073,639438981671,300.0,2026-01-28 16:38:00,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769595981115,ORDER_1769595981115,OMO2601281556230614796655W,OMO2601281556230614796655W,ORDER_1769595981115,734878926546,300.0,2026-01-28 15:56:47,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769592174816,ORDER_1769592174816,OMO2601281452567427337127W,OMO2601281452567427337127W,ORDER_1769592174816,504687394643,300.0,2026-01-28 14:53:17,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769591089016,ORDER_1769591089016,OMO2601281434522112362386W,OMO2601281434522112362386W,ORDER_1769591089016,827455209165,300.0,2026-01-28 14:35:04,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769589146891,ORDER_1769589146891,OMO2601281402290626451620W,OMO2601281402290626451620W,ORDER_1769589146891,353969544992,300.0,2026-01-28 14:04:45,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769588823812,ORDER_1769588823812,OMO2601281357057385503919W,OMO2601281357057385503919W,ORDER_1769588823812,720009655267,300.0,2026-01-28 13:57:27,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769582537885,ORDER_1769582537885,OMO2601281212197276451386W,OMO2601281212197276451386W,ORDER_1769582537885,429533700926,300.0,2026-01-28 12:12:40,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769582113735,ORDER_1769582113735,OMO2601281205155414723120W,OMO2601281205155414723120W,ORDER_1769582113735,602847232892,300.0,2026-01-28 12:06:03,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769582093821,ORDER_1769582093821,OMO2601281204556418079053W,OMO2601281204556418079053W,ORDER_1769582093821,503190409813,300.0,2026-01-28 12:05:15,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769581974202,ORDER_1769581974202,OMO2601281202571495149893W,OMO2601281202571495149893W,ORDER_1769581974202,111245576785,300.0,2026-01-28 12:03:15,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769579676064,ORDER_1769579676064,OMO2601281124380292362741W,OMO2601281124380292362741W,ORDER_1769579676064,639462851574,300.0,2026-01-28 11:24:59,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769579201513,ORDER_1769579201513,OMO2601281116434581264217W,OMO2601281116434581264217W,ORDER_1769579201513,431836583027,300.0,2026-01-28 11:17:13,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769578587993,ORDER_1769578587993,OMO2601281106287933649260W,OMO2601281106287933649260W,ORDER_1769578587993,118025521314,300.0,2026-01-28 11:06:51,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769578486608,ORDER_1769578486608,OMO2601281104474912206723W,OMO2601281104474912206723W,ORDER_1769578486608,952265697919,300.0,2026-01-28 11:05:20,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769578384499,ORDER_1769578384499,OMO2601281103063156451015W,OMO2601281103063156451015W,ORDER_1769578384499,568339706906,300.0,2026-01-28 11:03:31,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769576502583,ORDER_1769576502583,OMO2601281031444684723514W,OMO2601281031444684723514W,ORDER_1769576502583,412729234614,300.0,2026-01-28 10:32:35,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769576239943,ORDER_1769576239943,OMO2601281027217791264278W,OMO2601281027217791264278W,ORDER_1769576239943,748714029217,300.0,2026-01-28 10:28:46,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769576176841,ORDER_1769576176841,OMO2601281026188074174651W,OMO2601281026188074174651W,ORDER_1769576176841,700167863903,300.0,2026-01-28 10:26:50,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769575251271,ORDER_1769575251271,OMO2601281010532263004577W,OMO2601281010532263004577W,ORDER_1769575251271,949138790785,300.0,2026-01-28 10:11:14,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769573820703,ORDER_1769573820703,OMO2601280947025143649209W,OMO2601280947025143649209W,ORDER_1769573820703,193306101124,300.0,2026-01-28 09:47:25,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769573776538,ORDER_1769573776538,OMO2601280946185143649915W,OMO2601280946185143649915W,ORDER_1769573776538,159498872798,300.0,2026-01-28 09:46:57,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769573475330,ORDER_1769573475330,OMO2601280941174835652802W,OMO2601280941174835652802W,ORDER_1769573475330,974190294081,300.0,2026-01-28 09:42:11,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769571817123,ORDER_1769571817123,OMO2601280913389965149097W,OMO2601280913389965149097W,ORDER_1769571817123,323285842203,300.0,2026-01-28 09:13:59,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769571765718,ORDER_1769571765718,OMO2601280912476465652400W,OMO2601280912476465652400W,ORDER_1769571765718,922680559611,300.0,2026-01-28 09:12:59,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769571269604,ORDER_1769571269604,OMO2601280904315075671641W,OMO2601280904315075671641W,ORDER_1769571269604,347607568859,300.0,2026-01-28 09:04:53,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769570136276,ORDER_1769570136276,OMO2601280845381846173733W,OMO2601280845381846173733W,ORDER_1769570136276,685056960628,300.0,2026-01-28 08:46:23,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769569715575,ORDER_1769569715575,OMO2601280838379552206802W,OMO2601280838379552206802W,ORDER_1769569715575,457590048865,300.0,2026-01-28 08:38:51,ERRORED,300.0,,,,,,,,,,INSUFFICIENT_BALANCE,Z9,Payment failed due to insufficient balance in customer's account.,CUSTOMER,AUTHORIZATION
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769568747023,ORDER_1769568747023,OMO2601280822288622362367W,OMO2601280822288622362367W,ORDER_1769568747023,010645906986,300.0,2026-01-28 08:22:43,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769563931045,ORDER_1769563931045,OMO2601280702129975287326W,OMO2601280702129975287326W,ORDER_1769563931045,865092856756,300.0,2026-01-28 07:02:41,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769563341874,ORDER_1769563341874,OMO2601280652237055652294W,OMO2601280652237055652294W,ORDER_1769563341874,266465601844,300.0,2026-01-28 06:52:40,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769563276500,ORDER_1769563276500,OMO2601280651184916173265W,OMO2601280651184916173265W,ORDER_1769563276500,888594672817,300.0,2026-01-28 06:51:46,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769560921037,ORDER_1769560921037,OMO2601280612029701788788W,OMO2601280612029701788788W,ORDER_1769560921037,207812623404,300.0,2026-01-28 06:12:22,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769538986570,ORDER_1769538986570,OMO2601280006283545287318W,OMO2601280006283545287318W,ORDER_1769538986570,781243896396,300.0,2026-01-28 00:07:05,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769533416915,ORDER_1769533416915,OMO2601272233392123960220W,OMO2601272233392123960220W,ORDER_1769533416915,035948589202,300.0,2026-01-27 22:33:54,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769531910992,ORDER_1769531910992,OMO2601272208328128079758W,OMO2601272208328128079758W,ORDER_1769531910992,735837085995,300.0,2026-01-27 22:08:47,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769530153196,ORDER_1769530153196,OMO2601272139150702362327W,OMO2601272139150702362327W,ORDER_1769530153196,995210601720,300.0,2026-01-27 21:39:32,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769524243319,ORDER_1769524243319,OMO2601272000452596451341W,OMO2601272000452596451341W,ORDER_1769524243319,045179259649,300.0,2026-01-27 20:01:32,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769523995232,ORDER_1769523995232,OMO2601271956370152947110W,OMO2601271956370152947110W,ORDER_1769523995232,195705872633,300.0,2026-01-27 19:57:06,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769523124370,ORDER_1769523124370,OMO2601271942066303960893W,OMO2601271942066303960893W,ORDER_1769523124370,560702268725,300.0,2026-01-27 19:42:21,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769521015230,ORDER_1769521015230,OMO2601271906571212856067W,OMO2601271906571212856067W,ORDER_1769521015230,071097380989,300.0,2026-01-27 19:08:23,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769520661005,ORDER_1769520661005,OMO2601271901028053722556W,OMO2601271901028053722556W,ORDER_1769520661005,706576455856,300.0,2026-01-27 19:01:19,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769520500014,ORDER_1769520500014,OMO2601271858220358341588W,OMO2601271858220358341588W,ORDER_1769520500014,068583165967,300.0,2026-01-27 18:59:27,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769520153724,ORDER_1769520153724,OMO2601271852356672514783W,OMO2601271852356672514783W,ORDER_1769520153724,348631851819,300.0,2026-01-27 18:52:53,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769515959477,ORDER_1769515959477,OMO2601271742413224993610W,OMO2601271742413224993610W,ORDER_1769515959477,360251348772,300.0,2026-01-27 17:42:57,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769515654082,ORDER_1769515654082,OMO2601271737359837337119W,OMO2601271737359837337119W,ORDER_1769515654082,081145782319,300.0,2026-01-27 17:38:01,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769514626508,ORDER_1769514626508,OMO2601271720286292429837W,OMO2601271720286292429837W,ORDER_1769514626508,072336370329,300.0,2026-01-27 17:21:11,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769513920885,ORDER_1769513920885,OMO2601271708428436757411W,OMO2601271708428436757411W,ORDER_1769513920885,,300.0,2026-01-27 17:08:51,ERRORED,,,,,,,,,,,TXN_NOT_COMPLETED,TXN_AUTO_FAILED,Payment couldn't be completed due to issues related to customer or their bank.,CUSTOMER,PRE_AUTHENTICATION
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769512334298,ORDER_1769512334298,OMO2601271642161851642843W,OMO2601271642161851642843W,ORDER_1769512334298,697712490710,300.0,2026-01-27 16:42:39,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769511448176,ORDER_1769511448176,OMO2601271627299280874900W,OMO2601271627299280874900W,ORDER_1769511448176,716798084972,300.0,2026-01-27 16:27:40,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769503202071,ORDER_1769503202071,OMO2601271410034898577357W,OMO2601271410034898577357W,ORDER_1769503202071,877194436503,300.0,2026-01-27 14:10:23,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769501666702,ORDER_1769501666702,OMO2601271344292070766826W,OMO2601271344292070766826W,ORDER_1769501666702,626123181422,300.0,2026-01-27 13:45:09,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769500976833,ORDER_1769500976833,OMO2601271332591504591881W,OMO2601271332591504591881W,ORDER_1769500976833,117758419057,300.0,2026-01-27 13:33:38,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769500598699,ORDER_1769500598699,OMO2601271326404621642443W,OMO2601271326404621642443W,ORDER_1769500598699,697115724293,300.0,2026-01-27 13:27:44,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769500530225,ORDER_1769500530225,OMO2601271325324680427735W,OMO2601271325324680427735W,ORDER_1769500530225,777770674335,300.0,2026-01-27 13:25:53,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769500282470,ORDER_1769500282470,OMO2601271321246103128163W,OMO2601271321246103128163W,ORDER_1769500282470,544773266743,300.0,2026-01-27 13:21:54,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769500221482,ORDER_1769500221482,OMO2601271320238290427759W,OMO2601271320238290427759W,ORDER_1769500221482,508929241797,300.0,2026-01-27 13:20:48,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769499709281,ORDER_1769499709281,OMO2601271311502344521431W,OMO2601271311502344521431W,ORDER_1769499709281,342231685609,300.0,2026-01-27 13:12:09,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769489558666,ORDER_1769489558666,OMO2601271022443713129444W,OMO2601271022443713129444W,ORDER_1769489558666,225579936373,300.0,2026-01-27 10:23:02,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769488474682,ORDER_1769488474682,OMO2601271004369383935364W,OMO2601271004369383935364W,ORDER_1769488474682,,300.0,2026-01-27 10:04:49,ERRORED,,,,,,,,,,,TXN_NOT_COMPLETED,TXN_AUTO_FAILED,Payment couldn't be completed due to issues related to customer or their bank.,CUSTOMER,PRE_AUTHENTICATION
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769488102044,ORDER_1769488102044,OMO2601270958243213935332W,OMO2601270958243213935332W,ORDER_1769488102044,,300.0,2026-01-27 09:58:45,ERRORED,,,,,,,,,,,TXN_NOT_COMPLETED,TXN_AUTO_FAILED,Payment couldn't be completed due to issues related to customer or their bank.,CUSTOMER,PRE_AUTHENTICATION
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769487857782,ORDER_1769487857782,OMO2601270954196884453571W,OMO2601270954196884453571W,ORDER_1769487857782,,300.0,2026-01-27 09:54:52,ERRORED,,,,,,,,,,,TXN_NOT_COMPLETED,TXN_AUTO_FAILED,Payment couldn't be completed due to issues related to customer or their bank.,CUSTOMER,PRE_AUTHENTICATION
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769485129121,ORDER_1769485129121,OMO2601270908510309082789W,OMO2601270908510309082789W,ORDER_1769485129121,591110798961,300.0,2026-01-27 09:09:15,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769438720306,ORDER_1769438720306,OMO2601262015221492999920W,OMO2601262015221492999920W,ORDER_1769438720306,441221587680,300.0,2026-01-26 20:15:39,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769438543701,ORDER_1769438543701,OMO2601262012285830262765W,OMO2601262012285830262765W,ORDER_1769438543701,709903025956,300.0,2026-01-26 20:12:51,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769426712727,ORDER_1769426712727,OMO2601261655185242999517W,OMO2601261655185242999517W,ORDER_1769426712727,304351745349,300.0,2026-01-26 16:55:28,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769422962993,ORDER_1769422962993,OMO2601261552452739571308W,OMO2601261552452739571308W,ORDER_1769422962993,946923867558,300.0,2026-01-26 15:53:07,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769422648304,ORDER_1769422648304,OMO2601261547341252735881W,OMO2601261547341252735881W,ORDER_1769422648304,907106782712,300.0,2026-01-26 15:48:06,ERRORED,300.0,,,,,,,,,,INVALID_MPIN,ZM,Customer entered the wrong UPI PIN.,CUSTOMER,AUTHENTICATION
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769412462155,ORDER_1769412462155,OMO2601261257480303129767W,OMO2601261257480303129767W,ORDER_1769412462155,143393016799,300.0,2026-01-26 12:58:10,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769408110425,ORDER_1769408110425,OMO2601261145125655208109W,OMO2601261145125655208109W,ORDER_1769408110425,869744228534,300.0,2026-01-26 11:45:24,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769404473482,ORDER_1769404473482,OMO2601261044397993781208W,OMO2601261044397993781208W,ORDER_1769404473482,007657663397,300.0,2026-01-26 10:45:57,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769391976172,ORDER_1769391976172,OMO2601260716220253129516W,OMO2601260716220253129516W,ORDER_1769391976172,710691172564,300.0,2026-01-26 07:16:51,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769387053187,ORDER_1769387053187,OMO2601260554193889571819W,OMO2601260554193889571819W,ORDER_1769387053187,663507119998,300.0,2026-01-26 05:54:57,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769354770431,ORDER_1769354770431,OMO2601252056170313781736W,OMO2601252056170313781736W,ORDER_1769354770431,556065335673,300.0,2026-01-25 20:56:38,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769347365778,ORDER_1769347365778,OMO2601251852479829571444W,OMO2601251852479829571444W,ORDER_1769347365778,955888622087,300.0,2026-01-25 18:53:08,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769346391418,ORDER_1769346391418,OMO2601251836332575208164W,OMO2601251836332575208164W,ORDER_1769346391418,547094887555,300.0,2026-01-25 18:36:55,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769341896099,ORDER_1769341896099,OMO2601251721420820262348W,OMO2601251721420820262348W,ORDER_1769341896099,690488951344,300.0,2026-01-25 17:22:06,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769337427498,ORDER_1769337427498,OMO2601251607093284453368W,OMO2601251607093284453368W,ORDER_1769337427498,639123206136,300.0,2026-01-25 16:07:40,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769331440840,ORDER_1769331440840,OMO2601251427227310262477W,OMO2601251427227310262477W,ORDER_1769331440840,161589653264,300.0,2026-01-25 14:27:54,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769330263894,ORDER_1769330263894,OMO2601251407501589082542W,OMO2601251407501589082542W,ORDER_1769330263894,007472065402,300.0,2026-01-25 14:08:33,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769328148827,ORDER_1769328148827,OMO2601251332350614402311W,OMO2601251332350614402311W,ORDER_1769328148827,326461544521,300.0,2026-01-25 13:32:53,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769317532303,ORDER_1769317532303,OMO2601251035385450262296W,OMO2601251035385450262296W,ORDER_1769317532303,028817166828,300.0,2026-01-25 10:35:52,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769315930403,ORDER_1769315930403,OMO2601251008525513781719W,OMO2601251008525513781719W,ORDER_1769315930403,198352613335,300.0,2026-01-25 10:09:26,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769315634223,ORDER_1769315634223,OMO2601251003560905208928W,OMO2601251003560905208928W,ORDER_1769315634223,521891118183,300.0,2026-01-25 10:04:07,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769315266709,ORDER_1769315266709,OMO2601250957490486635990W,OMO2601250957490486635990W,ORDER_1769315266709,646578085699,300.0,2026-01-25 09:59:52,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769314670694,ORDER_1769314670694,OMO2601250947529724402376W,OMO2601250947529724402376W,ORDER_1769314670694,964654102015,300.0,2026-01-25 09:48:13,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769314265829,ORDER_1769314265829,OMO2601250941080629650409W,OMO2601250941080629650409W,ORDER_1769314265829,417807883386,300.0,2026-01-25 09:42:10,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769313533891,ORDER_1769313533891,OMO2601250928589784402641W,OMO2601250928589784402641W,ORDER_1769313533891,864872819316,300.0,2026-01-25 09:29:17,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769311697890,ORDER_1769311697890,OMO2601250858202629571387W,OMO2601250858202629571387W,ORDER_1769311697890,643588200260,300.0,2026-01-25 08:58:40,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769309623123,ORDER_1769309623123,OMO2601250823497099082637W,OMO2601250823497099082637W,ORDER_1769309623123,461928750380,300.0,2026-01-25 08:24:03,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769305027706,ORDER_1769305027706,OMO2601250707142222999936W,OMO2601250707142222999936W,ORDER_1769305027706,372676406205,300.0,2026-01-25 07:07:43,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769304046403,ORDER_1769304046403,OMO2601250650529173319974W,OMO2601250650529173319974W,ORDER_1769304046403,127139753217,300.0,2026-01-25 06:52:07,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769273142249,ORDER_1769273142249,OMO2601242215488644402097W,OMO2601242215488644402097W,ORDER_1769273142249,866411299318,300.0,2026-01-24 22:16:39,COMPLETED,300.0,,,,,,,,,,,,,,
M23TCNCX7K1K7,FORWARD_TRANSACTION,ORDER_1769271401570,ORDER_1769271401570,OMO2601242146438956776217W,OMO2601242146438956776217W,ORDER_1769271401570,236152814804,300.0,2026-01-24 21:47:41,COMPLETED,300.0,,,,,,,,,,,,,,
